value,Koppen_Class,Category
MI_Washtenaw,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MI_Wayne,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Anoka,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Benton,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MN_Blue Earth,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Brown,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Chippewa,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Chisago,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MN_Clay,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MN_Cottonwood,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Dakota,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Dodge,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Faribault,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Fillmore,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Freeborn,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Goodhue,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Hennepin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Kandiyohi,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Kittson,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MN_Le Sueur,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Marshall,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MN_Martin,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Meeker,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Morrison,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MN_Mower,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Nicollet,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Olmsted,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Polk,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MN_Pope,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Red Lake,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MN_Redwood,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Renville,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Rice,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Scott,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Sherburne,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Sibley,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Stearns,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Steele,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Swift,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MN_Todd,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MN_Wabasha,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Waseca,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Washington,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Watonwan,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Winona,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MN_Wright,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MS_Bolivar,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Calhoun,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
MS_Chickasaw,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
MS_Clay,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Copiah,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_George,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Greene,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
MS_Hinds,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Jones,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Lamar,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
MS_Perry,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Pontotoc,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Tate,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
MS_Wayne,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
MS_Webster,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
MS_Yalobusha,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
MO_Chariton,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MO_Dunklin,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
MO_Franklin,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MO_Lafayette,"Dfa  Cold, no dry season, hot summer",Speciality Crop
MO_Warren,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
MT_Broadwater,"BSk  Arid, steppe, cold",Speciality Crop
MT_Flathead,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
MT_Gallatin,"BSk  Arid, steppe, cold",Speciality Crop
MT_Lake,"Dfb  Cold, no dry season, warm summer",Speciality Crop
MT_Madison,"Dfc  Cold, no dry season, cold summer",Non Speciality Crop
NE_Chase,"BSk  Arid, steppe, cold",Speciality Crop
NE_Douglas,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Lancaster,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NE_Lincoln,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NE_Morrill,"BSk  Arid, steppe, cold",Speciality Crop
NV_Lyon,"BWk  Arid, desert, cold",Speciality Crop
NH_Grafton,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NH_Hillsborough,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NH_Merrimack,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NH_Rockingham,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NH_Strafford,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NJ_Atlantic,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NJ_Burlington,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NJ_Camden,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NJ_Cape May,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NJ_Gloucester,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NJ_Hunterdon,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NJ_Mercer,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NJ_Middlesex,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NJ_Monmouth,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NJ_Morris,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NJ_Ocean,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NJ_Salem,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NJ_Somerset,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NJ_Sussex,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NJ_Warren,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NM_Bernalillo,"BSk  Arid, steppe, cold",Non Speciality Crop
NM_Chaves,"BSk  Arid, steppe, cold",Speciality Crop
NM_Curry,"BSk  Arid, steppe, cold",Non Speciality Crop
NM_Dona Ana,"BWk  Arid, desert, cold",Speciality Crop
NM_Eddy,"BSk  Arid, steppe, cold",Speciality Crop
NM_Lea,"BSk  Arid, steppe, cold",Speciality Crop
NM_Luna,"BWk  Arid, desert, cold",Speciality Crop
NM_Otero,"BSk  Arid, steppe, cold",Speciality Crop
NM_Rio Arriba,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NM_Roosevelt,"BSk  Arid, steppe, cold",Speciality Crop
NM_San Juan,"BWk  Arid, desert, cold",Speciality Crop
NM_Sandoval,"BSk  Arid, steppe, cold",Non Speciality Crop
NM_Sierra,"BWk  Arid, desert, cold",Speciality Crop
NM_Torrance,"BSk  Arid, steppe, cold",Non Speciality Crop
NM_Valencia,"BWk  Arid, desert, cold",Speciality Crop
NY_Albany,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Allegany,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Broome,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NY_Cattaraugus,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Cayuga,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Chautauqua,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Chemung,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NY_Chenango,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NY_Clinton,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Columbia,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Delaware,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NY_Dutchess,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Erie,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Franklin,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Genesee,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Greene,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Herkimer,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NY_Jefferson,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NY_Livingston,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Madison,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Monroe,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Montgomery,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NY_Niagara,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Oneida,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Onondaga,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Ontario,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Orange,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Orleans,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Oswego,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Rensselaer,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Saratoga,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Schenectady,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NY_Schoharie,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Seneca,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Steuben,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Tompkins,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Ulster,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Washington,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Wayne,"Dfa  Cold, no dry season, hot summer",Speciality Crop
NY_Westchester,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
NY_Wyoming,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NY_Yates,"Dfb  Cold, no dry season, warm summer",Speciality Crop
NC_Alleghany,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Ashe,"Dfb  Cold, no dry season, warm summer",Non Speciality Crop
NC_Beaufort,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Bertie,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Bladen,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Brunswick,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Buncombe,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Cabarrus,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Catawba,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Cherokee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Chowan,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Cleveland,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Columbus,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Cumberland,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Davidson,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Duplin,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Edgecombe,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Forsyth,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Franklin,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Granville,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Greene,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Guilford,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Halifax,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Harnett,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Haywood,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Henderson,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Hertford,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Hyde,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Johnston,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Lee,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Lenoir,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Martin,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Moore,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Nash,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Orange,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Pasquotank,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Pender,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Perquimans,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Person,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Pitt,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Polk,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Randolph,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Robeson,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Rockingham,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Rowan,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Sampson,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Surry,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Transylvania,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
NC_Wake,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Washington,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Wayne,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
NC_Wilson,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
ND_Grand Forks,"Dfb  Cold, no dry season, warm summer",Speciality Crop
ND_Kidder,"Dwb  Cold, dry winter, warm summer",Speciality Crop
ND_Pembina,"Dfb  Cold, no dry season, warm summer",Speciality Crop
ND_Sargent,"Dfa  Cold, no dry season, hot summer",Speciality Crop
ND_Traill,"Dfb  Cold, no dry season, warm summer",Speciality Crop
ND_Walsh,"Dfb  Cold, no dry season, warm summer",Speciality Crop
ND_Williams,"BSk  Arid, steppe, cold",Speciality Crop
OH_Ashland,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Ashtabula,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Champaign,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Columbiana,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Coshocton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Darke,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Erie,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Fairfield,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Fulton,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Geauga,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Hamilton,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Hancock,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Henry,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Highland,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Holmes,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Huron,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Lake,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Licking,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Lorain,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Lucas,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Mahoning,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Medina,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Meigs,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Muskingum,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Ottawa,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Portage,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Putnam,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Richland,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Sandusky,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Stark,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Summit,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Warren,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Washington,"Dfa  Cold, no dry season, hot summer",Non Speciality Crop
OH_Wayne,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OH_Wood,"Dfa  Cold, no dry season, hot summer",Speciality Crop
OK_Atoka,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Blaine,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Bryan,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Caddo,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Carter,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Cherokee,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Choctaw,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Cleveland,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Coal,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Creek,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Delaware,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Garvin,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Hughes,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Jefferson,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Lincoln,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Marshall,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Muskogee,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Noble,"Cfa  Temperate, no dry season, hot summer",Non Speciality Crop
OK_Oklahoma,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Okmulgee,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Osage,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Ottawa,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Pittsburg,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Pottawatomie,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Rogers,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Seminole,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Stephens,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OK_Tulsa,"Cfa  Temperate, no dry season, hot summer",Speciality Crop
OR_Baker,"BSk  Arid, steppe, cold",Speciality Crop
OR_Benton,"Csb  Temperate, dry summer, warm summer",Speciality Crop
OR_Clackamas,"Csb  Temperate, dry summer, warm summer",Speciality Crop
